tag,count
refrigerator,3604
shuriken,3595
claw_(weapon),3582
chandelier,3577
baseball,3572
squirrel,3571
baguette,3571
whale,3561
cabinet,3554
pool_ladder,3552
scepter,3552
walkie-talkie,3540
nail_(hardware),3534
melting_popsicle,3527
birdcage,3524
beam_rifle,3518
short_sword,3515
lipstick_tube,3510
barrel,3508
ufo,3507
beach_chair,3505
trumpet,3504
racket,3498
palm_leaf,3492
manga_(object),3485
turtle,3484
basketball,3482
alarm_clock,3444
watering_can,3422
wind_chime,3412
omurice,3411
faucet,3408
traffic_light,3399
wooden_bucket,3394
energy_ball,3390
chicken_(food),3369
fish_(food),3367
sword_of_hisou,3365
warship,3339
dinosaur,3318
banknote,3317
board_game,3315
video_camera,3310
orange_slice,3288
spider,3276
sparkler,3272
menu,3265
sweet_potato,3262
taiyaki,3260
sanshoku_dango,3252
tanuki,3249
holly,3247
halloween_bucket,3244
fighter_jet,3243
artificial_vagina,3240
kalashnikov_rifle,3234
lion,3231
poker_chip,3230
sports_car,3224
multiple_condoms,3223
marker,3215
anti-materiel_rifle,3205
strap-on,3203
suppressor,3200
desk_lamp,3198
choko_(cup),3189
inverted_cross,3188
bomb,3184
ink,3171
green_flower,3165
neon_lights,3161
camellia,3155
magnifying_glass,3151
crest,3135
calendar_(medium),3103
battle_axe,3092
red_cross,3078
battery_indicator,3077
lights,3041
gibson_les_paul,3036
condom_packet_strip,3035
pacifier,3026
monkey,3020
wheelchair,3018
grand_piano,3016
multiple_weapons,3004
lettuce,3003
potion,2999
white_snake,2998
white_umbrella,2986
poke_ball_symbol,2986
screen,2982
tube,2972
pie,2964
mini-hakkero,2952
treasure_chest,2949
notepad,2948
naked_sheet,2943
truck,2941
hand_puppet,2930
wisteria,2918
chocolate_bar,2917
tennis_racket,2916
wheel,2908
air_conditioner,2899
missile,2890
mace,2876
m4_carbine,2874
naginata,2864
intravenous_drip,2861
gatling_gun,2861
used_tissue,2853
tablecloth,2838
kettle,2836
green_bag,2833
ritual_baton,2832
hammer_and_sickle,2831
white_lily,2828
paint_palette,2824
dolphin,2821
tissue,2817
caution_tape,2813
bud,2812
deer,2811
pointless_condom,2811
oversized_food,2807
berry,2804
union_jack,2802
stuffed_shark,2802
winding_key,2800
crossbow,2782
love_letter,2776
acoustic_guitar,2765
venus_symbol,2749
soap,2742
juice,2733
white_butterfly,2718
ketchup,2716
streamers,2707
cotton_candy,2699
torpedo_tubes,2698
multiple_swords,2690
brush,2687
checkerboard_cookie,2680
picnic_basket,2665
cucumber,2660
cup_ramen,2654
squid,2653
skateboard,2652
star_sticker,2649
japanese_flag,2648
purple_rope,2647
shiba_inu,2645
wooden_sword,2636
folding_chair,2635
sex_machine,2629
drill,2628
ramune,2625
mechanical_pencil,2624
party_popper,2607
sig_sauer,2606
kitchen_knife,2605
drum_set,2601
pine_tree,2599
lotion_bottle,2596
weighing_scale,2581
phonograph,2578
laser,2576
sheet_music,2575
fireflies,2573
cat_teaser,2567
stove,2564
boned_meat,2560
holographic_interface,2560
